X;Y;ID;NOMBRE;LAZO_AMBIENTAL;NOMBRE_ABREVIADO;DIRECCION;DIRECCION_NORMALIZADA;DISTRITO;NIVEL;GESTION;MODALIDAD;TEMATICAS;ESTADO;BARRIO;COMUNA;OBSERVACIONES
-58.415184320828018;-34.609306194150314;208;INSTITUTO TIERRA SANTA - A 407 - INICIAL;3;A - 407;BARTOLOME MITRE 3443;SANCHEZ DE BUSTAMANTE 124;2;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;ALMAGRO;COMUNA 05;
-58.415184320828018;-34.609306194150314;231;INSTITUTO TIERRA SANTA - A 407 - SECUNDARIA;2;A 407;BARTOLOME MITRE 3443;SANCHEZ DE BUSTAMANTE 124;2;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;ALMAGRO;COMUNA 05;
-58.489943431983818;-34.591281838979803;221;INST. PARROQUIAL NTRA. SRA. DE LA UNIDAD - A 297 - PRIMARIA;2;A 297;NAVARRO 2462;NAVARRO 2462;16;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;AGRONOMIA;COMUNA 15;
-58.478973908331312;-34.565731678822331;177;INST. SAN PATRICIO;2;A - 561;NAHUEL HUAPI 4140;NAHUEL HUAPI 4140;15;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;VILLA URQUIZA;COMUNA 12;LAZO AMBIENTAL 2015: 1
-58.419245668531602;-34.564984545940192;54;JARDIN DE INFANCIA MITRE N° 86 D.E. 9;1;JIC;AV DORREGO 3723;DORREGO AV. 3723;9;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE LOS RESIDUOS - REUTILIZACION CREATIVA;SE POSTULO EN 2017;PALERMO;COMUNA 14;
-58.449914636896004;-34.616705976878094;179;INST. TRASO;3;A-1465;PAYSANDU 564;PAYSANDU 562;7;PRIMARIA;PRIVADA;ESPECIAL;GESTION INTEGRAL DE RESIDUOS - HUERTAS ESCOLARES - AGUA - PARTICIPACION CIUDADANA;POSTULADOS ANTES DE 2017;CABALLITO;COMUNA 06;LAZO AMBIENTAL 2015: 2
-58.432857506188306;-34.608581544492047;115;JII N°  01  D.E. 07;4;JII 1;EDUARDO ACEVEDO 609;ACEVEDO, EDUARDO 609;7;INICIAL;ESTATAL;COMUN;HUERTA ESCOLAR - GESTION DE RECURSO HIDRICO - GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;CABALLITO;COMUNA 06;LAZO AMBIENTAL 2014: 1 - LAZO AMBIENTAL 2015: 3
-58.450435647958543;-34.662796543322955;157;JII N° 10 DE 19;2;JII 10;JOSE BARROS PAZOS 3610;BARROS PAZOS, JOSE 3610;19;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS/ HUERTAS ESCOLARES;POSTULADOS ANTES DE 2017;VILLA SOLDATI;COMUNA 08;
-58.434682924549087;-34.580493285841655;50;JARDIN DE INFANTES KARIBU - NIVEL INICIAL;2;ET 421R;NICARAGUA 5729;NICARAGUA 5729;9;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA - REUTILIZACION CREATIVA (CONFECCION DE CESTOS);SE POSTULO EN 2017;PALERMO;COMUNA 14;
-58.386820241213051;-34.603810647853393;71;JARDIN MATERNO INFANTIL - COLEGIO PUBLICO DE ABOGADOS DE LA CAPITAL FEDERAL - NIVEL INICIAL;1;A 1382;URUGUAY 412;URUGUAY AV. 412;1;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;SAN NICOLAS;COMUNA 01;
-58.480299438419614;-34.629693528235372;151;JII N° 1 D.E. 12;2;JII 1;JOAQUIN V. GONZALEZ 307;GONZALEZ, JOAQUIN V. 307;12;INICIAL;ESTATAL;COMUN;GESTION INTREGAL DE RESIDUOS;POSTULADOS ANTES DE 2017;FLORESTA;COMUNA 10;
-58.431841444928644;-34.653638707662097;156;JIC 2 DE 19;3;JIC 2;CHARRUA 2850;CHARRUA 2850;19;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUO VIDA SALUDABLE AGUA;POSTULADOS ANTES DE 2017;NUEVA POMPEYA;COMUNA 04;
-58.452321146144456;-34.570120308563958;149;JIC 9 DE 9;3;JIC 9;MOLDES 1220;MOLDES 1220;9;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - GESTION DE RECURSO HIDRICO - PARTICIPACION CIUDADANA - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;COLEGIALES;COMUNA 13;
-58.377191424584289;-34.618094189218311;113;J.I.C. N°  03  D.E. 03;4;JIC 3;PIEDRAS 860;PIEDRAS 860;3;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS HUERTAS ESCOLARES  EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES VIDA SALUDABLE;POSTULADOS ANTES DE 2017;SAN TELMO;COMUNA 01;LAZO AMBIENTAL 2015: 2
-58.452821436084719;-34.609123589407957;116;J.I.C. N°  04 D.E. 07;3;JIC 4;ESPINOSA 1243;ESPINOSA 1243;7;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS PARTICIPACION CIUDADANA VIDA SALUDABLE HUERTA;POSTULADOS ANTES DE 2017;CABALLITO;COMUNA 06;LAZO AMBIENTAL 2015: 1
-58.491523848105956;-34.672672737365431;30;JIC N° 12 D.E. 20;1;JIC 12;ZUVIRIA 6340;ZUVIRIA 6200;20;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE LOS RESIDUOS - CUIDADO DEL AGUA;SE POSTULO EN 2017;VILLA LUGANO;COMUNA 08;
-58.362571096832134;-34.627345063381739;88;JIC N° 2 D.E. 04;2;JIC N° 2;BRAUN MENENDEZ 260;BRAUN MENENDEZ, EDUARDO, DR. 260;4;INICIAL;ESTATAL;COMUN;CUIDADO DEL AGUA - GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;BOCA;COMUNA 04;
-58.463674767461775;-34.688984515633848;29;JIC N° 3 D.E. 21;1;JIC 3;BERON DE ASTRADA 5920;BERON DE ASTRADA 5920;21;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;VILLA LUGANO;COMUNA 08;
-58.457561972028543;-34.645929997510734;150;J.I.C  N° 2 D.E. 11;3;JIC 2;AVDA. SAN PEDRITO 1425;SAN PEDRITO 1425;11;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;FLORES;COMUNA 07;
-58.471456667079472;-34.618854889102344;152;J.I.C. N° 4  D.E. 12;3;JIC 4;AVDA. GAONA 3299;GAONA AV. 3299;12;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - MOVILIDAD SUSTENTABLE - HUERTA ESCOLAR - BIODIVERSIDAD & ESPACIOS VERDES - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;VILLA GRAL. MITRE;COMUNA 11;
-58.523912728504456;-34.606367208908303;123;JII N° 03  D.E. 17;4;JII 3;AVDA. SALVADOR MARIA DEL CARRIL 4935;CARRIL, SALVADOR MARIA DEL AV. 4935;17;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - ENERGETICA Y ENERGIAS RENOVABLES;POSTULADOS ANTES DE 2017;VILLA DEVOTO;COMUNA 11;LAZO AMBIENTAL 2014: 1 - LAZO AMBIENTAL 2015: 2
-58.479528115462571;-34.567331890100284;98;E.I. N° 8 D.E.15;2;EI 8;PEDRO IGNACIO RIVERA 4223;RIVERA, PEDRO I., DR. 4273;15;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;VILLA URQUIZA;COMUNA 12;LAZO AMBIENTAL 2014: 1
-58.367521045803663;-34.63701714041143;142;JII 4 D.E. 4;3;JII 4;HERNANDARIAS 850;HERNANDARIAS 850;4;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - BIODIVERSIDAD & ESPACIOS VERDES;POSTULADOS ANTES DE 2017;BOCA;COMUNA 04;
-58.434036968450208;-34.564493115065247;118;J.I.I. N°  05 D.E. 09;3;JII 5;AVDA. DEL LIBERTADOR 4777;DEL LIBERTADOR AV. 4777;9;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR;RATIFICO EN 2017;PALERMO;COMUNA 14;LAZO AMBIENTAL 2015: 2
-58.438906536832661;-34.655622552609373;59;JII N°13 D.E. 19;2;JII 13;AVDA. FERNANDEZ DE LA CRUZ 2615;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 2615;19;INICIAL;ESTATAL;COMUN;CUIDADO DEL AGUA - GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;VILLA SOLDATI;COMUNA 08;
-58.414654220512894;-34.596932025668089;83;JII N° 4 D.E. 2;2;JII N°4;JOSE ANTONIO CABRERA 3430;CABRERA, JOSE A. 3430;2;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE LOS RESIDUOS - CUIDADO DEL AGUA;SE POSTULO EN 2017;RECOLETA;COMUNA 02;
-58.397294168816785;-34.622991617174641;141;JIN A  N°25 DE 3;3;JIN A;AVDA. SAN JUAN 2277;SAN JUAN AV. 2277;3;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - GESTION DE RECURSO HIDRICO - CAMBIO CLIMATICO & MEDICION DE LA HUELLA DE CARBONO - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;SAN CRISTOBAL;COMUNA 03;
-58.443347296709753;-34.569385465680547;55;JIN A D.E. 9;2;JIN A;OLLEROS 2315;OLLEROS 2315;9;INICIAL;ESTATAL;COMUN;CUIDADO DEL AGUA - GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;PALERMO;COMUNA 14;
-58.430203565718969;-34.622318602398011;117;J.I.N A N° 11  D.E. 08;3;J.I.N A 11;AVDA. JUAN BAUTISTA ALBERDI 163;ALBERDI, JUAN BAUTISTA AV. 163;8;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - GESTION DE RECURSO HIDRICO - EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES - PARTICIPACION CIUDADANA;POSTULADOS ANTES DE 2017;CABALLITO;COMUNA 06;LAZO AMBIENTAL 2015: 1
-58.438847675007999;-34.583873660243697;147;JIN B DE 9;3;JIN B;GORRITI 5744;GORRITI 5744;9;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - ALIMENTACION SALUDABLE;POSTULADOS ANTES DE 2017;PALERMO;COMUNA 14;
-58.511979578722368;-34.64236655827527;69;JIN B D.E. 20;2;JIN B;FONROUGE 370;FONROUGE 370;20;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;LINIERS;COMUNA 09;
-58.411308101511985;-34.600327110059325;140;JIN B DE 2;3;JIN B;SAN LUIS 3224;SAN LUIS 3224;2;INICIAL;ESTATAL;COMUN;BIODIVERSIDAD & ESPACIOS VERDES - GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;BALVANERA;COMUNA 03;
-58.432267787885976;-34.646422965559438;155;"J.I.N. ""B""  D.E. 19";3;JIN B;MOM 2358;MOM 2380;19;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - PARTICIPACION CIUDADANA - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;NUEVA POMPEYA;COMUNA 04;
-58.398636574415448;-34.606153755270356;138;"J.I.N. ""B"" N° 14  D.E. 1";3;JIN B;SARMIENTO 2250;LAVALLE 2366;1;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - VIDA SALUDABLE. AGUA;POSTULADOS ANTES DE 2017;BALVANERA;COMUNA 03;
-58.405312044004418;-34.583720424190645;139;"J.I.N. ""C""  N° 21 D.E. 1";2;JIN C 1, 18 Y 21;AVDA. GRAL. LAS HERAS 3086;LAS HERAS GENERAL AV. 3086;1;INICIAL;ESTATAL;COMUN;HUERTAS ESCOLARES, BIODIVERSIDAD & ESPACIOS VERDES/ GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;RECOLETA;COMUNA 02;
-58.47783342768642;-34.682908483075089;31;JIN C D.E. 21 (ESC. PRIM. N° 14 DE 21);1;JIN C 14 Y 13;CAÑADA DE GOMEZ 4548;CAÑADA DE GOMEZ 4548;21;INICIAL;ESTATAL;COMUN;EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES - CUIDADO DEL AGUA - GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;VILLA LUGANO;COMUNA 08;
-58.490862642175884;-34.619631344555749;121;J.I.N. C D.E. 12;3;JIN C 11;BAHIA BLANCA 1551;BELAUSTEGUI, LUIS, DR. 3751;12;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR;POSTULADOS ANTES DE 2017;FLORESTA;COMUNA 10;LAZO AMBIENTAL 2015: 1
-58.514745032570019;-34.607832084649623;122;JIN D D.E. 17;3;JIN D;AVDA. FRANCISCO BEIRO 4552;BEIRO, FRANCISCO AV. 4552;17;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;VILLA DEVOTO;COMUNA 11;LAZO AMBIENTAL 2015: 1
-58.470657045898335;-34.552120775877029;87;LA ALDEA - NIVEL INICIAL;2;A 848;NUÑEZ 2776;NUÑEZ 2776;10;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTAS - BIODIVERSIDAD;SE POSTULO EN 2017;NUÑEZ;COMUNA 13;
-58.425402004758865;-34.583041560540821;56;JII N° 1 D.E. 9 ALFREDO PALACIOS;1;JII 1;URIARTE 2237;URIARTE 2237;9;INICIAL;ESTATAL;COMUN;CUIDADO DEL AGUA - GESTION INTEGRAL DE LOS RESIDUOS - HUERTAS ESCOLARES;SE POSTULO EN 2017;PALERMO;COMUNA 14;
-58.440098317695963;-34.551711917488504;200;LICEO FRANCO ARGENTINO JEAN MERMOZ - NIVEL SECUNDARIO - A 670;2;A-670;RAMSAY 2131;RAMSAY 2131;10;SECUNDARIO;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - BIODIVERSIDAD & ESPACIOS VERDES - PARTICIPACION CIUDADANA - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;BELGRANO;COMUNA 13;LAZO AMBIENTAL 2015: 1
-58.426542508561717;-34.615115355592827;145;JII 2 DE 8;3;JII 2;HIPOLITO YRIGOYEN 4238;YRIGOYEN, HIPOLITO AV. 4238;8;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - PARTICIPACION CIUDADANA - ALIMENTACION SALUDABLE;POSTULADOS ANTES DE 2017;ALMAGRO;COMUNA 05;
-58.360888525709875;-34.638912282774669;93;EPC N° 9 D.E. 4;2;EPC 9;AV DON PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV. 1835;4;PRIMARIA;ESTATAL;COMUN;CUIDADO DEL AGUA - GESTION INTEGRAL DE LOS RESIDUOS - HUERTAS ESCOLARES;SE POSTULO EN 2017;BOCA;COMUNA 04;
-58.397436605394596;-34.607113198329053;228;ASOC. ESCUELA CANGALLO - CANGALLO SCHULE A 174 - SECUNDARIA;2;A - 174;TTE. GRAL. JUAN DOMINGO PERUN 2169;PERON, JUAN DOMINGO, TTE. GENERAL 2169;1;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;BALVANERA;COMUNA 03;
-58.403200358925531;-34.580087247235227;212;COLEGIO SAN MARTIN DE TOURS  - A 637 - NIVEL PRIMARIO;3;A 637;AVDA. ORTIZ DE OCAMPO 2840;ORTIZ DE OCAMPO AV. 2840;1;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - GESTION DE RECURSO HIDRICO - EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;PALERMO;COMUNA 14;
-58.469112474998717;-34.643360501161425;161;EPC N° 11 DE 11;2;EPC 11;GREGORIO DE LAFERRERE 3624;LAFERRERE, GREGORIO DE 3624;11;PRIMARIA;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR;RATIFICO EN 2017;PARQUE AVELLANEDA;COMUNA 09;
-58.478305184344279;-34.543851212993602;192;INSTITUTO DIVINA PROVIDENCIA - NIVEL PRIMARIO - A 301;2;A - 301;ARIAS 2915;ARIAS 2915;10;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;SAAVEDRA;COMUNA 12;LAZO AMBIENTAL 2015: 1
-58.496076512107372;-34.599501115876699;236;INSTITUTO EVANGELICO AMERICANO - A 36 - SECUNDARIA;2;A 36;SIMBRON 3160;SIMBRON 3160;17;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;VILLA DEL PARQUE;COMUNA 11;
-58.415473773993497;-34.636831898531902;20;INSTITUTO SAN BARTOLOME -  NIVEL INICIAL;1;A 421;AV CHICLANA 3659;CHICLANA AV. 3659;6;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;BOEDO;COMUNA 05;
-58.43075306230697;-34.576589560643342;119;JII N°  06 D.E. 09;3;JII 6;AVDA. SANTA FE 5039;SANTA FE AV. 5039;9;INICIAL;ESTATAL;COMUN;HUERTA ESCOLAR - BIODIVERSIDAD & ESPACIOS VERDES - VIDA SALUDABLE - GESTION INTEGRAL DE RESIDUOS;RATIFICO EN 2017;PALERMO;COMUNA 14;LAZO AMBIENTAL 2014: 1 - LAZO AMBIENTAL 2015: 2
-58.473185292426507;-34.607204169229973;120;"JIN ""B"" D.E. 12";4;JIN B;CARACAS 2057;DIAZ, CESAR, GRAL. 3050;12;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - MOVILIDAD SUSTENTABLE-HUERTA ESCOLAR - BIODIVERSIDAD & ESPACIOS VERDES - EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES;POSTULADOS ANTES DE 2017;VILLA SANTA RITA;COMUNA 11;LAZO AMBIENTAL 2014: 2 - LAZO AMBIENTAL 2015: 3
-58.361392557731428;-34.638547129449499;90;JII N° 01 D.E. 04;2;JII 1;GRAL. GREGORIO ARAOZ DE LAMADRID 648;ARAOZ DE LAMADRID, GREGORIO, GRAL. 648;4;INICIAL;ESTATAL;COMUN;INDAGACION DEL AMBIENTE SOCIAL Y NATURAL. LA EXPRESION Y LA COMUNICACION. LA EDUCACION SOCIAL, AFECTIVA Y MORAL DE LOS NIÑOS.;SE POSTULO EN 2017;BOCA;COMUNA 04;
-58.505110922923969;-34.653123388022671;173;LICEO N°  08  DE 13;1;LIC 08;MURGUIONDO 1568;MURGUIONDO 1568;13;SECUNDARIA;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS;RATIFICO EN 2017;MATADEROS;COMUNA 09;
-58.374570737106446;-34.616747111925804;196;LUIS A. HUERGO - NIVEL SECUNDARIO - A 117;4;A - 117;PERU 759;PERU 759;3;SECUNDARIA;PRIVADA;TECNICA;GESTION INTEGRAL DE RESIDUOS - BIODIVERSIDAD & ESPACIOS VERDES - GESTION DE RECURSO HIDRICO - EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES - CAMBIO CLIMATICO & MEDICION DE LA HUELLA DE CARBONO - PARTICIPACION CIUDADANA;POSTULADOS ANTES DE 2017;SAN TELMO;COMUNA 01;LAZO AMBIENTAL 2015: 2
-58.458839818227517;-34.566383495665768;72;NUEVA ESCUELA ARGENTINA 2000 - NIVEL INICIAL;2;A 635;SUCRE 2824;SUCRE, ANTONIO JOSE DE, MCAL. 2824;10;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA - BIODIVERSIDAD;SE POSTULO EN 2017;BELGRANO;COMUNA 13;
-58.414698200383945;-34.609076288871108;238;INSTITUTO TIERRA SANTA - A 407 - NIVEL PRIMARIO;3;A 407;SANCHEZ DE BUSTAMANTE 124;SANCHEZ DE BUSTAMANTE 124;2;PRIMARIO;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS GESTION INTEGRAL DE RECURSO HIDRICO EFICIENCIA ENERGETICA Y ENERGIAS;POSTULADOS ANTES DE 2017;ALMAGRO;COMUNA 05;
-58.403100947492923;-34.580196530798993;237;COLEGIO SAN MARTIN DE TOURS (MUJERES) - A 637 - NIVEL INICIAL;3;A 637;ORTIZ DE OCAMPO 2840;ORTIZ DE OCAMPO AV. 2840;1;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;;PALERMO;COMUNA 14;
-58.428254913957318;-34.615167017209572;240;INSTITUTO SAGRADO CORAZON (CABALLITO) - A - 111 - NIVEL PRIMARIO;1;A - 111;HIPOLITO YRIGOYEN 4350;YRIGOYEN, HIPOLITO AV. 4350;8;PRIMARIO;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS, MOVILIDAD SUSTENTABLE, HUERTAS ESCOLARES, BIODIVERSIDAD & ESPACIOS VERDES, GESTION DE RECURSO HIDRICO, PARTICIPACION CIUDADANA, VIDA SALUDABLE;;ALMAGRO;COMUNA 05;
-58.442579445498318;-34.627946672823626;242;INSTITUTO SAINT EXUPERY - A 939 - NIVEL PRIMARIO;3;A - 939;JOSE BONIFACIO 1075;BONIFACIO, JOSE 1075;8;PRIMARIO;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS, HUERTAS ESCOLARES, BIODIVERSIDAD & ESPACIOS VERDES, CAMBIO CLIMATICO & MEDICION DE LA HUELLA DE CARBONO, PARTICIPACION CIUDADANA, VIDA SALUDABLE;;CABALLITO;COMUNA 06;
-58.464545443832421;-34.631749907685766;246;INSTITUTO ANA MARIA JANER A-1 INICIAL;2;A-1;VARELA 182;VARELA 182;11;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;;FLORES;COMUNA 07;
-58.464303786165495;-34.631992382027562;247;INSTITUTO ANA MARIA JANER - PRIMARIA;2;;AV. J. B. ALBERDI 2595;ALBERDI, JUAN BAUTISTA AV. 2595;11;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;;FLORES;COMUNA 07;
-58.405420795354658;-34.595254465815991;250;CCI - SCUOLA EDMONDO DE AMICIS - INCIAL;1;;DR. NORBERTO QUIRNO COSTA 1260;QUIRNO COSTA, NORBERTO, DR. 1260;2;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;;RECOLETA;COMUNA 02;
-58.415464338379273;-34.636948031775582;251;INSTITUTO SAN BARTOLOME - A-421;1;- A421  -;AV CHICLANA 3659;CHICLANA AV. 3659;6;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;;BOEDO;COMUNA 05;
-58.429074764508336;-34.610006552779353;252;ESCUELA ORT - YATAY - A 531;3;- A 531 -;YATAY 240;YATAY 240;7;SECUNDARIO;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS, GESTION DE RECURSO HIDRICO, BIODIVERSIDAD & ESPACIOS VERDES, AGUA, VIDA SALUDABLE;;ALMAGRO;COMUNA 05;
-58.44076066620697;-34.551160272912753;258;ESCUELA ITALIANA CRISTOFORO COLOMBO - A 397 - NIVEL PRIMARIA;2;- A 397 -;RAMSAY 2250;RAMSAY 2250;10;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS, EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES, PARTICIPACION CIUDADANA,VIDA SALUDABLE;;BELGRANO;COMUNA 13;
-58.482001414674038;-34.629723835665438;259;INSTITUTO ADELIA MARIA HARILAOS DE OLMOS - SECUNDARIA;1;;BAHIA BLANCA 363;BAHIA BLANCA 363;12;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;;FLORESTA;COMUNA 10;
-58.476191342648157;-34.589863189250707;260;INSTITUTO EDUCACIONAL SANTA TERESITA A 622 DE 14;2;- A 622 -;QUIROS 2941;QUIROS 2941;14;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS, AGUA, PARTICIPACION CIUDADANA;;PARQUE CHAS;COMUNA 15;
-58.525210630899537;-34.621719112199422;262;ESCUELA CRISTIANA EVANGELICA ARGENTINA - A 474 - INICIAL;3;- A 474 -;IRIGOYEN 2150;IRIGOYEN 2150;17;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS, CONSUMO RESPONSABLE, REUTILIZACION CREATIVA;;VILLA REAL;COMUNA 10;
-58.436075391461443;-34.601844202143965;253;INSTITUTO EDUCATIVO ALAS - INICIAL;1;;LAVALLEJA 250;LAVALLEJA 250;2;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;VILLA CRESPO;COMUNA 15;
-58.414818127226283;-34.609081744644747;239;INSTITUTO TIERRA SANTA - A 407 - NIVEL INICIAL;3;A 407;SANCHEZ DE BUSTAMANTE 124;SANCHEZ DE BUSTAMANTE 124;2;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS GESTION INTEGRAL DE RECURSO HIDRICO EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES PARTICIPACION CIUDADANA;;ALMAGRO;COMUNA 05;
-58.405523092567833;-34.611835890838798;132;LICEO N°  10 D.E. 06;4;LIC 10;AVDA. JUJUY 150;JUJUY AV. 150;6;SECUNDARIA;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - MOVILIDAD SUSTENTABLE - HUERTA ESCOLAR - BIODIVERSIDAD & ESPACIOS VERDES - GESTION DE RECURSO HIDRICO - CAMBIO CLIMATICO & MEDICION DE LA HUELLA DE CARBONO - PARTICIPACION CIUDADANA - VIDA SALUDABLE - RESPONSABILIDAD;POSTULADOS ANTES DE 2017;BALVANERA;COMUNA 03;LAZO AMBIENTAL 2015: 2
